url	first_seen	portal	title	company	status
https://boards.greenhouse.io/carerev/jobs/6043747003	2026-04-06	greenhouse_ba_systems	Senior Business Systems Analyst (US Remote Only)	CareRev	added
https://job-boards.greenhouse.io/cribl/jobs/5637232004	2026-04-06	greenhouse_ba_systems	Business Systems Analyst, Enterprise Applications	Cribl	added
https://job-boards.greenhouse.io/springhealth66/jobs/4663735005	2026-04-06	greenhouse_ba_systems	Business Analyst, Operations Performance	Spring Health	added
https://job-boards.greenhouse.io/itero-group/jobs/5114066008	2026-04-06	greenhouse_ba_systems	Business Systems Analyst	Itero Group	added
https://job-boards.greenhouse.io/snorkelai/jobs/5826769004	2026-04-06	greenhouse_ba_systems	Sr. Business Systems Analyst	Snorkel AI	added
https://job-boards.greenhouse.io/rapidosolutionsgroup/jobs/4669323006	2026-04-06	greenhouse_scrum_po	Scrum Master (EOR)	Rapido Solutions Group	added
https://job-boards.greenhouse.io/perfectserve/jobs/5804333004	2026-04-06	greenhouse_scrum_po	Product Owner - US Remote	PerfectServe	added
https://job-boards.greenhouse.io/awin/jobs/6666926003	2026-04-06	greenhouse_scrum_po	Agile Coach / Scrum Master	Awin	added
https://boards.greenhouse.io/curaleaf/jobs/5651103002	2026-04-06	greenhouse_scrum_po	Sr. Technical Project Manager/Scrum Master	Curaleaf	added
https://job-boards.greenhouse.io/bswift/jobs/4590957006	2026-04-06	greenhouse_scrum_po	Scrum Master	bswift	added
https://job-boards.greenhouse.io/pslgroup/jobs/5620304004	2026-04-06	greenhouse_scrum_po	Scrum Master / Product Owner	P\S\L Group	added
https://boards.greenhouse.io/andelainternal/jobs/3834713	2026-04-06	greenhouse_scrum_po	Scrum Master, US (Remote)	Andela	added
https://boards.greenhouse.io/sondermind/jobs/4480639003	2026-04-06	greenhouse_scrum_po	Scrum Master	SonderMind	added
https://boards.greenhouse.io/craftjack/jobs/5693160002	2026-04-06	greenhouse_scrum_po	Scrum Master	CraftJack	added
https://job-boards.greenhouse.io/prezzee/jobs/4422904006	2026-04-06	greenhouse_scrum_po	Scrum Master	Prezzee	added
https://job-boards.greenhouse.io/cleo/jobs/4637861005	2026-04-06	greenhouse_erp_bp	Business Analyst	Cleo (US)	added
https://boards.greenhouse.io/bellacanvas/jobs/4162424004	2026-04-06	greenhouse_erp_bp	Business Systems Analyst - Customer Service	BELLA+CANVAS	added
https://job-boards.greenhouse.io/oura/jobs/4206118009	2026-04-06	greenhouse_erp_bp	Staff Business Systems Analyst, Finance	Oura	added
https://job-boards.greenhouse.io/forgebiologics/jobs/5807371004	2026-04-06	greenhouse_erp_bp	System Analyst - ERP Systems (NetSuite)	Forge Biologics	added
https://job-boards.greenhouse.io/extrahopnetworks/jobs/5739590004	2026-04-06	greenhouse_erp_bp	Business Systems Analyst	ExtraHop	added
https://boards.greenhouse.io/mycoworks/jobs/4991303004	2026-04-06	greenhouse_erp_bp	ERP MS Dynamics 365 Analyst	MycoWorks	added
https://jobs.lever.co/jobgether/0621aa48-7344-44ce-bee3-174af29a4b58	2026-04-06	lever_ba_scrum_po	Business Analyst - REMOTE	Jobgether	added
https://jobs.lever.co/hophr/03664c7d-eaf2-49c4-a826-09a7e8a62ba8	2026-04-06	lever_ba_scrum_po	Scrum Master [Agile Delivery, Software & Data]	HopHR	added
https://jobs.lever.co/jobgether/82c90ed6-a919-4276-a880-f425d108db27	2026-04-06	lever_ba_scrum_po	Lead Product Owner I (Remote)	Jobgether	added
https://jobs.lever.co/jobgether/8277686b-69c7-434c-b693-1c18975ea054	2026-04-06	lever_ba_scrum_po	Sr. Business Analyst - REMOTE	Jobgether	added
https://jobs.lever.co/3pillarglobal/cbe157b3-17f4-4a5b-878d-a94314150e90	2026-04-06	lever_ba_scrum_po	Senior Business Analyst/Product Owner	3Pillar	added
https://jobs.lever.co/useinsider/02c7af40-a326-4d2f-97e4-89cb2ebc4edb	2026-04-06	lever_ba_scrum_po	Scrum Master (Remote)	Insider One	added
https://jobs.lever.co/jobgether/40cd4ddb-478e-4cf3-95e9-8cccb72e631e	2026-04-06	lever_ba_scrum_po	Lead Business Analyst - REMOTE	Jobgether	added
https://jobs.lever.co/pt78/c2092186-6440-411b-8ea6-b41745b680ff	2026-04-06	lever_ba_scrum_po	Scrum Master/Business Analyst	Platinum Technologies	added
https://jobs.lever.co/jobgether/14cba463-66d1-4c09-81ee-e87ebe1b5047	2026-04-06	lever_ba_scrum_po	Sr. Product Analyst (Remote)	Jobgether	added
https://jobs.lever.co/jobgether/244d6cb3-6f76-41c7-84cb-b2d4ce66e7de	2026-04-06	lever_ba_scrum_po	Remote Business Analyst	Jobgether	added
https://wellfound.com/jobs/3328042-scrum-master-business-analyst-intern	2026-04-06	wellfound_ba_po_sm	Scrum Master & Business Analyst Intern	Unknown	skipped_title
https://wellfound.com/jobs/3226845-business-analyst-scrum-master	2026-04-06	wellfound_ba_po_sm	Business Analyst + Scrum Master	Zoniqx	added
https://wellfound.com/jobs/3610621-scrum-master-business-analyst	2026-04-06	wellfound_ba_po_sm	Scrum Master/Business Analyst	Gprnt.ai	added
https://www.usajobs.gov/job/782957200	2026-04-06	usajobs_ba_program	Management and Program Analyst	Bureau of Labor Statistics	added
https://www.usajobs.gov/job/712594700	2026-04-06	usajobs_ba_program	IT Specialist	U.S. Census Bureau	added
https://www.usajobs.gov/job/833936600	2026-04-06	usajobs_ba_program	Information Technology Specialist (Systems Analyst)	Library of Congress	added
https://www.usajobs.gov/job/858339400	2026-04-06	usajobs_ba_program	Information Technology Specialist (SYSANALYSIS)	Federal Agency	added
https://www.usajobs.gov/job/826314300	2026-04-06	usajobs_ba_program	Program Analyst	U.S. Census Bureau	added
https://www.usajobs.gov/job/863421500	2026-04-06	usajobs_ba_program	Management and Program Analyst (Training Readiness)	Fort Meade (DoD)	added
https://www.usajobs.gov/job/854660400	2026-04-06	usajobs_ba_program	Management & Program Analyst - Information Systems Management	VA Central Office	added
https://www.usajobs.gov/job/846253700	2026-04-06	usajobs_ba_program	Management & Program Analyst - ICTAP	Dept of Homeland Security	added
https://www.clearancejobs.com/jobs/8753122/agile-scrum-master-business-analyst-remote-dcmdva	2026-04-06	clearance_dcmdva	Agile Scrum Master / Business Analyst (Remote DC/MD/VA)	Unknown (Cleared Contractor)	added
https://jobs.systemone.com/job/scrum-master-information-technology-annapolis-junction-maryland-331998/a27a3e8f-efa4-11ef-a315-42010a8a0ff7	2026-04-06	clearance_dcmdva	Scrum Master (Annapolis Junction MD)	Unknown	added
https://careers.leidos.com/jobs/16276832-business-analyst-slash-scrum-master	2026-04-06	defense_contractors	Business Analyst / Scrum Master	Leidos	added
https://careers.leidos.com/jobs/15882601-sre-business-analyst-slash-scrum-master	2026-04-06	defense_contractors	SRE Business Analyst/Scrum Master	Leidos	added
https://careers.boozallen.com/jobs/JobDetail/Herndon-Scrum-Master-and-Business-Analyst-R0141332/60001	2026-04-06	defense_contractors	Scrum Master and Business Analyst	Booz Allen Hamilton	added
https://careers.leidos.com/jobs/17554572-scrum-master	2026-04-06	defense_contractors	Scrum Master (Oklahoma City - No Remote)	Leidos	skipped_title
https://careers.boozallen.com/jobs/JobDetail/Alexandria-Scrum-Master-Mid-R0119922/46585	2026-04-06	defense_contractors	Scrum Master, Senior	Booz Allen Hamilton	added
https://www.careers.peraton.com/jobs/senior-business-analyst-arlington-virginia-164487-jobs--information-technology--	2026-04-06	defense_contractors	Senior Business Analyst	Peraton	added
https://careers.leidos.com/jobs/16134086-senior-scrum-master	2026-04-06	defense_contractors	Senior Scrum Master	Leidos	added
https://careers.leidos.com/jobs/17194762-business-analyst	2026-04-06	defense_contractors	Business Analyst	Leidos	added
https://careers.leidos.com/jobs/17546332-business-analyst-service-delivery-optimization	2026-04-06	defense_contractors	Business Analyst - Service Delivery Optimization	Leidos	added
https://www.capitalonecareers.com/job/mclean/sr-business-analyst-premium-products/1732/93540113968	2026-04-06	finserv_portals	Sr. Business Analyst, Premium Products	Capital One	added
https://www.capitalonecareers.com/job/plano/sr-business-analyst-strategy-and-analysis-auto/1732/87112082448	2026-04-06	finserv_portals	Sr Business Analyst: Strategy & Analysis - Auto	Capital One	added
https://www.capitalonecareers.com/job/mclean/sr-business-analyst-us-card/1732/93195778672	2026-04-06	finserv_portals	Sr. Business Analyst - US Card	Capital One	added
https://www.capitalonecareers.com/job/mclean/senior-business-analyst-international-risk-program/1732/93396389376	2026-04-06	finserv_portals	Senior Business Analyst - International Risk Program	Capital One	added
https://www.capitalonecareers.com/job/mclean/senior-business-analyst-epx-strategy/1732/93386697856	2026-04-06	finserv_portals	Senior Business Analyst - EPX Strategy	Capital One	added
https://www.capitalonecareers.com/job/mclean/sr-business-analyst-people-strategy-and-analytics/1732/91177653120	2026-04-06	finserv_portals	Sr Business Analyst - People Strategy & Analytics	Capital One	added
https://www.capitalonecareers.com/job/mclean/senior-business-analyst-market-and-liquidity-risk-oversight-mlro/1732/93385539584	2026-04-06	finserv_portals	Senior Business Analyst - Market and Liquidity Risk Oversight (MLRO)	Capital One	added
